initiative,group.x,feedback_url,feedback_text,page_num,initiative_url,topic,type_of_act,feedback_period,end_year,feedback_label,feedback_count,feedback_page_url,group.y,doc_id,text_raw,word_count,fkgl,mattr,first_person_pronoun_n,first_person_pronoun_prop,sent_positive_prop,sent_negative_prop,sent_anxiety_prop,sent_net
Protecting children from unsafe toys and strengthening the Single Market – revision of the Toy Safety Directive,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive/F2748916_en,"Forbrugerrådet Tænk welcomes the EC’s inception impact assessment, which contains many points we agree with. We welcome a revision of the TSD and we agree that the main aspects to be tackled are chemical risks, internet-connected toys, and compliance & enforcement. 

We suggest mandatory labelling of the chemical content in toys. Labelling like we know from food and cosmetics. This will enable consumers to make an informed choice. This way consumers can also avoid chemicals not yet regulated, because the regulatory process is lengthy.

Please see further comments in the document attached (answers from BEUC and ANEC), which we support.

Sincerely,

Claus Jørgensen and Helen Amundsen,
Forbrugerådet Tænk",30,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive_en,Single market,Communication concerning the position of the Council,05 October 2021 - 02 November 2021,2021,All feedback and statistics (33) >,33,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive_en/feedback?p_id=15137,pre2022,1,"Forbrugerrådet Tænk welcomes the EC’s inception impact assessment, which contains many points we agree with. We welcome a revision of the TSD and we agree that the main aspects to be tackled are chemical risks, internet-connected toys, and compliance & enforcement. We suggest mandatory labelling of the chemical content in toys. Labelling like we know from food and cosmetics. This will enable consumers to make an informed choice. This way consumers can also avoid chemicals not yet regulated, because the regulatory process is lengthy. Please see further comments in the document attached (answers from BEUC and ANEC), which we support. Sincerely, Claus Jørgensen and Helen Amundsen, Forbrugerådet Tænk",107,10.106481481481481,0.9238636363636363,6,0.056074766355140186,0.07476635514018691,0.028037383177570093,0.018691588785046728,0.046728971962616814
Erasmus+ 2021-27 interim evaluation & Erasmus+ 2014-20 final evaluation,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation/F3337803_en,"Erasmus+, KA131, KA171 – 2021-27 

The new Erasmus-program generation 2021-27 offers more opportunities for students and staff which certainly increase the administrative complexity of the program.

The ambitious aim, to reduce this complexity by introducing a digital tool (EWP) for its implementation, unfortunately failed: EWP was badly prepared and is far from its original objective, to assist universities in their daily business. The testing phase of EWP, which should have been finalised before the programme start, has been shifted into the running programme itself and universities are struggling to find improvised solutions (e.g. for OLA, IIA, BM). This is time consuming – for university staff as well as for students.

Moreover, the doubled budget for Erasmus+ is not yet visible for the institutions. We have less money for scholarships!

It is to be hoped that problems can be solved during the next years and that Erasmus+ will get back its good reputation.
For the next program-generation we wish us more continuity in proven administrative processes and a better effort/effectiveness relationship.",43,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation_en,Education and training,Report,28 July 2022 - 12 September 2022,2022,All feedback and statistics (195) >,195,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation_en/feedback?p_id=16141,pre2022,2,"Erasmus+, KA131, KA171 – 2021-27 The new Erasmus-program generation 2021-27 offers more opportunities for students and staff which certainly increase the administrative complexity of the program. The ambitious aim, to reduce this complexity by introducing a digital tool (EWP) for its implementation, unfortunately failed: EWP was badly prepared and is far from its original objective, to assist universities in their daily business. The testing phase of EWP, which should have been finalised before the programme start, has been shifted into the running programme itself and universities are struggling to find improvised solutions (e.g. for OLA, IIA, BM). This is time consuming – for university staff as well as for students. Moreover, the doubled budget for Erasmus+ is not yet visible for the institutions. We have less money for scholarships! It is to be hoped that problems can be solved during the next years and that Erasmus+ will get back its good reputation. For the next program-generation we wish us more continuity in proven administrative processes and a better effort/effectiveness relationship.",169,13.572954545454547,0.9113333333333333,3,0.01775147928994083,0.047337278106508875,0.01775147928994083,0,0.029585798816568046
Protecting children from unsafe toys and strengthening the Single Market – revision of the Toy Safety Directive,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive/F2746172_en,"As outlined in the Inception Impact Assessment (IIA) EU toy safety rules fail to adequately safeguard children’s health and well-being. Thus BEUC welcomes the Commission’s plan to revise the Toy Safety Directive (TSD) by building on its evaluation and Chemicals Strategy for Sustainability (CSS). In particular, the revision must:

- ENABLE CHEMICAL SAFEGUARDS TO BE SET FOR ALL TOYS as proposed in the IIA. The Commission should also be empowered to establish protective requirements for other essential safety aspects, such as mechanical or physical risks: for instance while impulse noise limits should be revised, visibility and legibility requirements should be set for warnings. Introducing a fast-track mechanism to address sudden emerging risks is also a priority. 

- REDUCE CHILDREN'S EXPOSURE TO HARMFUL CHEMICALS, including by extending the generic risk management approach in line with the CSS and by substantially reducing the generic limits for derogated CMR substances, as proposed in the IIA. This should include known, presumed or suspected EDCs as children are more vulnerable to their negative effects. The outlined option to consolidate and further strengthen existing chemical limits should be explored, along with the possible creation of positive lists drawing, e.g. on the Cosmetics or Plastic Food Contact Material Regulations. Options to protect children against possible combination effects are missing in the IIA but must be identified. See further recommendations bit.ly/3ncHIw6 

- MAKE TOY LABELS WORK FOR CONSUMERS, e.g. by exploring how an obligation to declare the chemical content of toys should be introduced as proposed in the IIA. This could help consumer to make informed purchasing choices while also facilitating enforcement efforts. Digital labelling can complement but must however never replace on-product labels.

- ADDRESS NEW RISKS FOR CHILDREN'S WELL-BEING. Updating the concept of safety in line with what has been proposed in the draft General Product Safety Regulation (GPSR) would allow to cover threats from connected toys or toys that include artificial intelligence (e.g cybersecurity or psychological risks) and this during their entire lifespan. Introducing EC-type examination for such products and other categories of toys should also be explored, in combination with additional measures to improve the traceability and accountability in the supply chain.

- PROTECT CHILDREN FROM DANGEROUS TOYS SOLD ONLINE: in line with our recommendations for the GPSR, the definition for economic operators must be revised to acknowledge the role of online marketplaces in the supply chain: as the concept of authorised representative won’t solve all the issues posed by the online sales of non-compliant and dangerous toys, clear obligations must be created for online marketplaces to detect, remove and prevent the reappearance of such products. Consistency must be ensured in the different legislative frameworks so marketplaces can be addressed with all enforcement measures and be held liable when no other responsible economic operator can be identified/takes action.

- IMPROVE MARKET SURVEILLANCE AS WELL AS COMPLIANCE AND ENFORCEMENT, e.g. by converting the TSD into a Regulation and ensuring that it will work well with the Market Surveillance Regulation and other horizontal or sector specific legislation that are either under development (AI Act) or revision (Radio equipment Directive, GPSD, etc). In this context, it is also key that Member States significantly increase their capacities to enforce the TSD and that cooperation at different level is fostered, i.e. between national authorities and with the EU, across sectors, with consumer organisations and at international level. Ensuring more consistency in the reporting obligations of Member States and allowing for a systematic collection of EU accidents and injury data are also important to consider. Provisions on penalties should be aligned with those in the proposed GPSR.",30,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive_en,Single market,Communication concerning the position of the Council,05 October 2021 - 02 November 2021,2021,All feedback and statistics (33) >,33,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive_en/feedback?p_id=15137,pre2022,3,"As outlined in the Inception Impact Assessment (IIA) EU toy safety rules fail to adequately safeguard children’s health and well-being. Thus BEUC welcomes the Commission’s plan to revise the Toy Safety Directive (TSD) by building on its evaluation and Chemicals Strategy for Sustainability (CSS). In particular, the revision must: - ENABLE CHEMICAL SAFEGUARDS TO BE SET FOR ALL TOYS as proposed in the IIA. The Commission should also be empowered to establish protective requirements for other essential safety aspects, such as mechanical or physical risks: for instance while impulse noise limits should be revised, visibility and legibility requirements should be set for warnings. Introducing a fast-track mechanism to address sudden emerging risks is also a priority. - REDUCE CHILDREN'S EXPOSURE TO HARMFUL CHEMICALS, including by extending the generic risk management approach in line with the CSS and by substantially reducing the generic limits for derogated CMR substances, as proposed in the IIA. This should include known, presumed or suspected EDCs as children are more vulnerable to their negative effects. The outlined option to consolidate and further strengthen existing chemical limits should be explored, along with the possible creation of positive lists drawing, e.g. on the Cosmetics or Plastic Food Contact Material Regulations. Options to protect children against possible combination effects are missing in the IIA but must be identified. See further recommendations bit.ly/3ncHIw6 - MAKE TOY LABELS WORK FOR CONSUMERS, e.g. by exploring how an obligation to declare the chemical content of toys should be introduced as proposed in the IIA. This could help consumer to make informed purchasing choices while also facilitating enforcement efforts. Digital labelling can complement but must however never replace on-product labels. - ADDRESS NEW RISKS FOR CHILDREN'S WELL-BEING. Updating the concept of safety in line with what has been proposed in the draft General Product Safety Regulation (GPSR) would allow to cover threats from connected toys or toys that include artificial intelligence (e.g cybersecurity or psychological risks) and this during their entire lifespan. Introducing EC-type examination for such products and other categories of toys should also be explored, in combination with additional measures to improve the traceability and accountability in the supply chain. - PROTECT CHILDREN FROM DANGEROUS TOYS SOLD ONLINE: in line with our recommendations for the GPSR, the definition for economic operators must be revised to acknowledge the role of online marketplaces in the supply chain: as the concept of authorised representative won’t solve all the issues posed by the online sales of non-compliant and dangerous toys, clear obligations must be created for online marketplaces to detect, remove and prevent the reappearance of such products. Consistency must be ensured in the different legislative frameworks so marketplaces can be addressed with all enforcement measures and be held liable when no other responsible economic operator can be identified/takes action. - IMPROVE MARKET SURVEILLANCE AS WELL AS COMPLIANCE AND ENFORCEMENT, e.g. by converting the TSD into a Regulation and ensuring that it will work well with the Market Surveillance Regulation and other horizontal or sector specific legislation that are either under development (AI Act) or revision (Radio equipment Directive, GPSD, etc). In this context, it is also key that Member States significantly increase their capacities to enforce the TSD and that cooperation at different level is fostered, i.e. between national authorities and with the EU, across sectors, with consumer organisations and at international level. Ensuring more consistency in the reporting obligations of Member States and allowing for a systematic collection of EU accidents and injury data are also important to consider. Provisions on penalties should be aligned with those in the proposed GPSR.",593,20.87706907345576,0.9428571428571428,1,0.0016863406408094434,0.06745362563237774,0.023608768971332208,0.021922428330522766,0.043844856661045525
Protecting children from unsafe toys and strengthening the Single Market – revision of the Toy Safety Directive,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive/F2746151_en,"The International Fragrance Association (IFRA) welcomes the opportunity to comment on the Inception Impact Assessment on the revision of the Toy Safety Directive. IFRA would like to raise the following comments:

1) The extension of the generic approach to risk management should be based on risk, not hazard.
For more than 40 years, IFRA has carefully examined the safe use of fragrance ingredients and established the IFRA Standards based on a continuously refined risk assessment approach for fragrance ingredients. Chemical risk management should continue to be based on a good understanding of their uses and of potential exposure. The fragrance industry is concerned about the potential ban of substances irrespective of the risk and exposure. This is particularly important for fragrances, which typically only represent a small fraction of the toy but can play a key role for consumers’ satisfaction.

2) The simultaneous exposure to multiple chemicals should be based on current scientific knowledge and subject to impact assessment.
Introduction of further requirements has to be carefully evaluated and would require a detailed impact assessment to fully understand the effects. It also needs to be built on solid scientific foundations. A fragrance mixture is typically composed of a combination of dozens to hundreds of fragrance ingredients and are present at (very) low levels in the final product.

3) The revision of the Toy Safety Directive is an opportunity to ensure alignment with latest EU provisions on fragrances
IFRA welcomes the revision of the Toy Safety Directive as an opportunity to include appropriate legal mechanisms in the future Toy Safety Directive/ Regulation to update the applicable rules with the latest EU provisions on fragrances (Annex II, including the lists of prohibited fragrances and fragrances to be labelled on the toys) through comitology. This would ensure that the tailor-made labelling requirements for specific allergenic fragrances in certain experimental toy sets can be easily updated when the lists of allergenic fragrances are amended.
When proceeding with this revision, IFRA would also welcome consistency with the Cosmetic products Regulation, and notably with regard to the date of application of the extended list of fragrance allergens.",30,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive_en,Single market,Communication concerning the position of the Council,05 October 2021 - 02 November 2021,2021,All feedback and statistics (33) >,33,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive_en/feedback?p_id=15137,pre2022,4,"The International Fragrance Association (IFRA) welcomes the opportunity to comment on the Inception Impact Assessment on the revision of the Toy Safety Directive. IFRA would like to raise the following comments: 1) The extension of the generic approach to risk management should be based on risk, not hazard. For more than 40 years, IFRA has carefully examined the safe use of fragrance ingredients and established the IFRA Standards based on a continuously refined risk assessment approach for fragrance ingredients. Chemical risk management should continue to be based on a good understanding of their uses and of potential exposure. The fragrance industry is concerned about the potential ban of substances irrespective of the risk and exposure. This is particularly important for fragrances, which typically only represent a small fraction of the toy but can play a key role for consumers’ satisfaction. 2) The simultaneous exposure to multiple chemicals should be based on current scientific knowledge and subject to impact assessment. Introduction of further requirements has to be carefully evaluated and would require a detailed impact assessment to fully understand the effects. It also needs to be built on solid scientific foundations. A fragrance mixture is typically composed of a combination of dozens to hundreds of fragrance ingredients and are present at (very) low levels in the final product. 3) The revision of the Toy Safety Directive is an opportunity to ensure alignment with latest EU provisions on fragrances IFRA welcomes the revision of the Toy Safety Directive as an opportunity to include appropriate legal mechanisms in the future Toy Safety Directive/ Regulation to update the applicable rules with the latest EU provisions on fragrances (Annex II, including the lists of prohibited fragrances and fragrances to be labelled on the toys) through comitology. This would ensure that the tailor-made labelling requirements for specific allergenic fragrances in certain experimental toy sets can be easily updated when the lists of allergenic fragrances are amended. When proceeding with this revision, IFRA would also welcome consistency with the Cosmetic products Regulation, and notably with regard to the date of application of the extended list of fragrance allergens.",347,16.826818181818187,0.8990853658536585,0,0,0.069164265129683,0.02881844380403458,0.023054755043227664,0.04034582132564842
Erasmus+ 2021-27 interim evaluation & Erasmus+ 2014-20 final evaluation,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation/F3334640_en,"In general, I love the programme. But I think it is very important to give guidance to those receiving funding to manage the project much earlier than has been done so far. Even before the project starts.",43,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation_en,Education and training,Report,28 July 2022 - 12 September 2022,2022,All feedback and statistics (195) >,195,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation_en/feedback?p_id=16141,pre2022,5,"In general, I love the programme. But I think it is very important to give guidance to those receiving funding to manage the project much earlier than has been done so far. Even before the project starts.",37,6.441621621621621,0.8888888888888888,2,0.05405405405405406,0.16216216216216217,0,0,0.16216216216216217
Waste from electrical and electronic equipment – evaluating the EU rules,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13420-Waste-from-electrical-and-electronic-equipment-evaluating-the-EU-rules/F3353177_en,"Europeans for Safe Connection welcome the evaluation of the WEEE. It is crucial that the environmental footprint from the waste from electrical equipment will be evaluated thoroughly and an updated WEEE being written accordingly to protect the environment and health of humans. As we ask in proposal nr. 13 of the Stop 5G Stay Connected but Protected ECI: Include ""Waste from Electrical and Electronical Equipment"" (WEEE), other waste products, and the environmental impacts of mining for rare earth minerals and metals used in electronical equipment in the Zero pollution action plan. It is devastating to see that only on average 42,5% of the WEEE is recycled in the EU when countries like Estonia recycle 76%, Norway 72%, Iceland 71% and Sweden 70%. What kind of recycling system these countries have implemented? When measured per capita, Europeans (16.2 Kg) produce the most e-waste per person, followed by Oceania (16.1 Kg) and the Americas (13.3 Kg). Europe recycle the highest % WEEE worldwide but it is still only 42,5%. We must do better than that. Approximately 21% of the WEEE comes from computers, laptops, mobilephones, wifi routers, ect. There are several high-value raw materials in technology devices including gold, silver, copper, and iron. E.g. recycling one million used cell phones can recover as much as 350 kg of silver, 15876 kg of copper, 34 kg of gold, and 15 kg of palladium according to https://theroundup.org/global-e-waste-statistics/ It should be a top priority that we in the EU have effective recycling systems, where all electronic waste is considered a valuable resource and where it is properly recycled within the EU borders. Just like some EU countries have for recycling bottles. For example, in Denmark there is a deposit on bottles and the deposit is paid to the person that returns the bottles to the recycling system. It is crucial that the individual valuable metals, minerals and chemicals must be recoverable from the used electronics and then reused in new electronics. Due to the speed and scope of technological development, the search for resources to produce new electronics in EU and worldwide has increased significantly. Mining for metals and minerals is destructive to the local environment and too often harmful to the health of local people. As we ask in proposal 14 Update Ecodesign Directive from 2009 setting tight limits to resource and energy waste of all connected devices including antennas and satellites. It is important that all electronics are designed and produced so that metals, minerals and chemicals can be extracted from the electronics when they end up as waste and it is also very important that the resources and energy consumption is minimized. All electronics must be Easy to repair, Easy to recycle, Easy to extract all metals, mineral and chemical substances and of course More lifelong lasting. It is also very important that the EU demands that all EE produced within the EU and imported EE complies to the RoHS Directive which restricts hazardous substances in Electrical and Electronic Equipment (RoHS). The RoHS Directive currently restricts the use of ten substances: lead, cadmium, mercury, hexavalent chromium, polybrominated biphenyls (PBB) and polybrominated diphenyl ethers (PBDE), bis(2-ethylhexyl) phthalate (DEHP), butyl benzyl phthalate (BBP), dibutyl phthalate (DBP) and diisobutyl phthalate (DIBP). https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en Best regards Pernille Schriver on behalf of Europeans for Safe Connections This feedback was sent from a wired internet connection - No use of harmful radiation - Less electricity consumption - Increased data security",44,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13420-Waste-from-electrical-and-electronic-equipment-evaluating-the-EU-rules_en,Environment,Staff working document,06 October 2022 - 03 November 2022,2022,All feedback and statistics (106) >,106,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13420-Waste-from-electrical-and-electronic-equipment-evaluating-the-EU-rules_en/feedback?p_id=16329,pre2022,6,"Europeans for Safe Connection welcome the evaluation of the WEEE. It is crucial that the environmental footprint from the waste from electrical equipment will be evaluated thoroughly and an updated WEEE being written accordingly to protect the environment and health of humans. As we ask in proposal nr. 13 of the Stop 5G Stay Connected but Protected ECI: Include ""Waste from Electrical and Electronical Equipment"" (WEEE), other waste products, and the environmental impacts of mining for rare earth minerals and metals used in electronical equipment in the Zero pollution action plan. It is devastating to see that only on average 42,5% of the WEEE is recycled in the EU when countries like Estonia recycle 76%, Norway 72%, Iceland 71% and Sweden 70%. What kind of recycling system these countries have implemented? When measured per capita, Europeans (16.2 Kg) produce the most e-waste per person, followed by Oceania (16.1 Kg) and the Americas (13.3 Kg). Europe recycle the highest % WEEE worldwide but it is still only 42,5%. We must do better than that. Approximately 21% of the WEEE comes from computers, laptops, mobilephones, wifi routers, ect. There are several high-value raw materials in technology devices including gold, silver, copper, and iron. E.g. recycling one million used cell phones can recover as much as 350 kg of silver, 15876 kg of copper, 34 kg of gold, and 15 kg of palladium according to https://theroundup.org/global-e-waste-statistics/ It should be a top priority that we in the EU have effective recycling systems, where all electronic waste is considered a valuable resource and where it is properly recycled within the EU borders. Just like some EU countries have for recycling bottles. For example, in Denmark there is a deposit on bottles and the deposit is paid to the person that returns the bottles to the recycling system. It is crucial that the individual valuable metals, minerals and chemicals must be recoverable from the used electronics and then reused in new electronics. Due to the speed and scope of technological development, the search for resources to produce new electronics in EU and worldwide has increased significantly. Mining for metals and minerals is destructive to the local environment and too often harmful to the health of local people. As we ask in proposal 14 Update Ecodesign Directive from 2009 setting tight limits to resource and energy waste of all connected devices including antennas and satellites. It is important that all electronics are designed and produced so that metals, minerals and chemicals can be extracted from the electronics when they end up as waste and it is also very important that the resources and energy consumption is minimized. All electronics must be Easy to repair, Easy to recycle, Easy to extract all metals, mineral and chemical substances and of course More lifelong lasting. It is also very important that the EU demands that all EE produced within the EU and imported EE complies to the RoHS Directive which restricts hazardous substances in Electrical and Electronic Equipment (RoHS). The RoHS Directive currently restricts the use of ten substances: lead, cadmium, mercury, hexavalent chromium, polybrominated biphenyls (PBB) and polybrominated diphenyl ethers (PBDE), bis(2-ethylhexyl) phthalate (DEHP), butyl benzyl phthalate (BBP), dibutyl phthalate (DBP) and diisobutyl phthalate (DIBP). https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en Best regards Pernille Schriver on behalf of Europeans for Safe Connections This feedback was sent from a wired internet connection - No use of harmful radiation - Less electricity consumption - Increased data security",549,16.651063297473105,0.8962264150943396,4,0.007285974499089253,0.04918032786885246,0.030965391621129327,0.012750455373406194,0.01821493624772313
State aid rules for banks in difficulty - evaluation,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13324-State-aid-rules-for-banks-in-difficulty-evaluation/F2961535_en,"During the major banking crisis, the federal government, with a left-bottom-right touch, has prevented the collapse of banks, the economy and supply.
Further rescue at the expense of the people would hardly play a role in the expected monetary burden on citizens.
But I am strongly opposed to other security packages. These would further support and even partially legitimise the irresponsible behaviour/economy of financial institutions.",6,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13324-State-aid-rules-for-banks-in-difficulty-evaluation_en,Competition,Staff working document,17 March 2022 - 15 July 2022,2022,All feedback and statistics (36) >,36,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13324-State-aid-rules-for-banks-in-difficulty-evaluation_en/feedback?p_id=15734,pre2022,7,"During the major banking crisis, the federal government, with a left-bottom-right touch, has prevented the collapse of banks, the economy and supply. Further rescue at the expense of the people would hardly play a role in the expected monetary burden on citizens. But I am strongly opposed to other security packages. These would further support and even partially legitimise the irresponsible behaviour/economy of financial institutions.",66,13.251764705882355,0.9212765957446809,1,0.015151515151515152,0.07575757575757576,0.09090909090909091,0.045454545454545456,-0.015151515151515152
Erasmus+ 2021-27 interim evaluation & Erasmus+ 2014-20 final evaluation,pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation/F3334436_en,"I participated in various forms funded by the Erasmus programme, ranging from Erasmus for Studies, Youth Exchanges and Training Courses. The experience has always been impeccable and allowed me to learn about realities from other corners of the Union. Erasmus for studies did not provide me with the best academic experience, but the whole social, cultural and language component was ideal. I am very grateful to the programme.",43,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation_en,Education and training,Report,28 July 2022 - 12 September 2022,2022,All feedback and statistics (195) >,195,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13454-Erasmus%2B-2021-27-interim-evaluation-Erasmus%2B-2014-20-final-evaluation_en/feedback?p_id=16141,pre2022,8,"I participated in various forms funded by the Erasmus programme, ranging from Erasmus for Studies, Youth Exchanges and Training Courses. The experience has always been impeccable and allowed me to learn about realities from other corners of the Union. Erasmus for studies did not provide me with the best academic experience, but the whole social, cultural and language component was ideal. I am very grateful to the programme.",68,12.037058823529414,0.9387755102040816,4,0.058823529411764705,0.08823529411764706,0,0.014705882352941176,0.08823529411764706
Energy efficiency – labelling requirements for water heaters and tanks (review/rescaling),pre2022,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13204-Energy-efficiency-labelling-requirements-for-water-heaters-and-tanks-review-rescaling-/F2955469_en,"We appreciate the opportunity to provide feedback on relevant issues for the impact assessment and  ask to consider the following issues in detail during impact assessment: 

PEF for 100% H2: for Lot 2
We welcome the possibility to indicate future H2-ready appliance on the upcoming energy label. With regards to energy transition, the PEF should be based on expected sources in the near future rather than steam reforming with current energy mix. This could lead to significantly lower values and could support the technology. 
The H2 targets, especially for green H2, within the EU should be considered and analysed in further detail. European and national H2 strategies are pushing towards renewable H2, the mentioned target values for H2 production could be used as a basis for further developments. Studies on national level (DE: DVGW; IINAS; bdew…) should also be taken into account. 


T peak: Lot 2
Test conditions for DHW performance of heat pumps are still under discussion. Various proposals can be found from fulfilment of test requirements at 55°C peak temperature to a test temperature of 50°C with or without mathematical corrections by the help of malus percentage points.  The attached document offers an alternative calculation method, applicable to test temperatures between 52°C and 55°C. It provides correction factors for the COP, which better reflect the real behavior of heat pumps compared to a malus system.",12,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13204-Energy-efficiency-labelling-requirements-for-water-heaters-and-tanks-review-rescaling-_en,Energy,Delegated regulation,03 March 2022 - 01 April 2022,2022,All feedback and statistics (24) >,24,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13204-Energy-efficiency-labelling-requirements-for-water-heaters-and-tanks-review-rescaling-_en/feedback?p_id=15688,pre2022,9,"We appreciate the opportunity to provide feedback on relevant issues for the impact assessment and ask to consider the following issues in detail during impact assessment: PEF for 100% H2: for Lot 2 We welcome the possibility to indicate future H2-ready appliance on the upcoming energy label. With regards to energy transition, the PEF should be based on expected sources in the near future rather than steam reforming with current energy mix. This could lead to significantly lower values and could support the technology. The H2 targets, especially for green H2, within the EU should be considered and analysed in further detail. European and national H2 strategies are pushing towards renewable H2, the mentioned target values for H2 production could be used as a basis for further developments. Studies on national level (DE: DVGW; IINAS; bdew…) should also be taken into account. T peak: Lot 2 Test conditions for DHW performance of heat pumps are still under discussion. Various proposals can be found from fulfilment of test requirements at 55°C peak temperature to a test temperature of 50°C with or without mathematical corrections by the help of malus percentage points. The attached document offers an alternative calculation method, applicable to test temperatures between 52°C and 55°C. It provides correction factors for the COP, which better reflect the real behavior of heat pumps compared to a malus system.",224,13.664000000000001,0.9117073170731708,2,0.008928571428571428,0.049107142857142856,0.008928571428571428,0.004464285714285714,0.040178571428571425
